"description","drawing","function","originX","originY","uuid"
"Multiply Speed 24x (5 Worm Gear)","bd07742f-b843-42dc-9513-651cb9da0212","488093f7-01e0-488f-bdda-2d6f1e9aadf9","300","200","8b2f44ad-5c0e-41e7-981c-592b2cdca6b4"
"Resist Movement (1 Governer)","bd07742f-b843-42dc-9513-651cb9da0212","399ac651-4d67-41e7-861b-2cae425fc570","300","70","a31b4791-082c-4320-82b6-aa6b9147e039"
"Pluck Comb (1.1 Drum)","bd07742f-b843-42dc-9513-651cb9da0212","5488e116-4f41-472a-aa16-1a9446ef55bb","560","610","fe3a6e5f-4408-4e27-93d8-29d4c56ccfdf"
"Multiply Speed 6.34x (4 Cog 3)","bd07742f-b843-42dc-9513-651cb9da0212","901fcaef-0529-470f-8e1d-d40fa80fb079","300","340","1eb330f0-67c4-4e89-bd49-f5c5389a99ce"
"Resist Movement (3 Atmosphere)","bd07742f-b843-42dc-9513-651cb9da0212","a70c525a-6fb0-4542-9ccf-9e087b39aa84","570","70","2a851859-7273-4071-81d0-ae2f0c79b714"
"Multiply Speed 2.75x (2 Cog 1)","bd07742f-b843-42dc-9513-651cb9da0212","e2f66515-7ea1-497a-b611-f2c3d85848bf","300","610","4c8ba4c9-d3dd-4c84-af84-b1dc830588fd"
"Multiply Speed 5.75x (3 Cog 2)","bd07742f-b843-42dc-9513-651cb9da0212","99b57b1e-7905-423e-aa96-e783be5e6c87","300","470","792d9e3e-4d38-4447-83c3-787faf3358a9"
