"external","id","name","uuid"
"true","1.3","Desktop Computer","b2a2ea70-4c95-481b-9822-f966af9e0b80"
"true","2","Engineering Team","d674806d-db60-4c2d-afbf-725f7108a2d3"
"false","1","SystemDesign","f7ef3528-ea95-4fb4-84a4-8eb91340e967"
"false","5","Java 8 w/ JavaFX","18debf93-c474-4acb-930a-08dccd015fff"
"false","4","opencsv","55d83008-cd9e-4b84-8d75-15b2a8b31d98"
"true","1.2","Configuration Management System","61e29bdc-5cf4-45fa-b6af-bec240c87a30"
